system,stage,configuration,seed,epochs,best_epoch,final_epoch,best_validation_u_ctrl,final_validation_u_ctrl,best_validation_safety,best_checkpoint,entropy_schedule,baseline,advantage_normalization,credit,learning_rate,max_potential_telescope_error,gradient_reached_policy,initial_policy_entropy,quarter_policy_entropy,final_policy_entropy,initial_entropy_t1,initial_entropy_t2,initial_entropy_t3,final_entropy_t1,final_entropy_t2,final_entropy_t3,mean_gradient_norm,max_gradient_norm,total_clipping_events,mean_advantage_mean,mean_advantage_std,mean_terminal_cost_unique_count,mean_terminal_cost_modal_fraction,mean_terminal_cost_tied_fraction
ieee5,credit_assignment,C0_terminal,101,500,55,499,0.8416666666666668,0.8833333333333333,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C0_terminal/seed_101/best_checkpoint.pt,current,batch,False,terminal,0.001,0.0,True,3.365304470062256,3.298801898956299,2.590000629425049,3.4001011848449707,3.3654353618621826,3.3303773403167725,3.3963587284088135,1.9516847133636475,2.4219586849212646,0.1693725553630585,0.8508403897285461,0,2.0173879770132223e-10,0.12233586609403514,3.7434285714285718,0.44821428571428573,0.7706785714285714
ieee5,credit_assignment,C0_terminal,202,500,0,499,0.8333333333333335,0.8916666666666666,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C0_terminal/seed_202/best_checkpoint.pt,current,batch,False,terminal,0.001,0.0,True,3.365065813064575,3.3451123237609863,1.8673608303070068,3.3999361991882324,3.3651468753814697,3.3301146030426025,3.3979554176330566,0.8375715017318726,1.3665556907653809,0.13943516517260912,1.0929805040359497,1,6.877459012545071e-11,0.12272693679808738,3.7114285714285717,0.4515,0.7765
ieee5,credit_assignment,C0_terminal,303,500,295,499,0.8416666666666668,0.8916666666666666,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C0_terminal/seed_303/best_checkpoint.pt,current,batch,False,terminal,0.001,0.0,True,3.364581823348999,3.2933130264282227,3.302875280380249,3.3998236656188965,3.3645052909851074,3.3294172286987305,3.3974545001983643,3.2643301486968994,3.2468419075012207,0.1412829766790632,0.4922000765800476,0,-2.773908468393179e-10,0.12119737640212182,3.698,0.4546428571428571,0.7739285714285714
ieee5,credit_assignment,C0_terminal,404,500,25,499,0.8416666666666668,0.8666666666666668,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C0_terminal/seed_404/best_checkpoint.pt,current,batch,False,terminal,0.001,0.0,True,3.3651585578918457,3.3267643451690674,1.4067623615264893,3.399855613708496,3.365342378616333,3.330277681350708,3.395261287689209,0.5046446323394775,0.32038065791130066,0.1709129864579466,0.7275528907775879,0,-8.023702181302585e-11,0.12178039918743876,3.7385714285714284,0.4476428571428571,0.7701428571428571
ieee5,credit_assignment,C0_terminal,505,500,35,499,0.8583333333333334,0.8666666666666667,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C0_terminal/seed_505/best_checkpoint.pt,current,batch,False,terminal,0.001,0.0,True,3.364809036254883,3.353025436401367,1.3502875566482544,3.4000437259674072,3.364734649658203,3.3296496868133545,3.397322416305542,0.3841231167316437,0.2694161534309387,0.14853023581893648,0.9202664494514465,0,-1.5588907095102148e-10,0.12073705756473589,3.7277142857142858,0.45296428571428565,0.7645714285714286
ieee5,credit_assignment,C1_potential,101,500,55,499,0.8250000000000001,0.9,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C1_potential/seed_101/best_checkpoint.pt,current,batch,False,potential,0.001,0.0,True,3.3652265071868896,3.310598850250244,1.9273139238357544,3.4001142978668213,3.3653132915496826,3.330252170562744,3.3964314460754395,0.7557240724563599,1.6297862529754639,0.1260400190859634,1.2715197801589966,1,-2.3525447042706296e-10,0.10449236025325169,3.741142857142857,0.44921428571428573,0.7693571428571429
ieee5,credit_assignment,C1_potential,202,500,0,499,0.8583333333333334,0.8666666666666668,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C1_potential/seed_202/best_checkpoint.pt,current,batch,False,potential,0.001,0.0,True,3.3649518489837646,3.341285467147827,1.7880160808563232,3.399942636489868,3.3649773597717285,3.32993745803833,3.396637439727783,0.5872768759727478,1.380134105682373,0.1206936005755727,0.8039917945861816,0,-2.613912026752865e-10,0.10598571097315221,3.723142857142857,0.44996428571428565,0.7737857142857142
ieee5,credit_assignment,C1_potential,303,500,365,499,0.8250000000000001,0.8750000000000001,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C1_potential/seed_303/best_checkpoint.pt,current,batch,False,potential,0.001,0.0,True,3.3649919033050537,3.3449597358703613,2.6542491912841797,3.3998336791992188,3.365117311477661,3.3300247192382812,3.3960506916046143,1.7927606105804443,2.7739360332489014,0.1283194318230131,0.7142671942710876,0,-2.2602482492637498e-10,0.10415126045052056,3.7120000000000006,0.4522857142857143,0.7722142857142856
ieee5,credit_assignment,C1_potential,404,500,435,499,0.8500000000000001,0.8583333333333334,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C1_potential/seed_404/best_checkpoint.pt,current,batch,False,potential,0.001,0.0,True,3.364846706390381,3.2459123134613037,1.8693161010742188,3.399854898452759,3.3648734092712402,3.3298115730285645,3.395794153213501,0.9315924048423767,1.2805613279342651,0.12889495411974247,0.8876248598098755,0,-2.2056822983002614e-10,0.10499535811535768,3.7442857142857147,0.4476428571428572,0.7684642857142857
ieee5,credit_assignment,C1_potential,505,500,35,499,0.8333333333333334,0.8833333333333334,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/credit_assignment/C1_potential/seed_505/best_checkpoint.pt,current,batch,False,potential,0.001,0.0,True,3.3649919033050537,3.3264081478118896,2.0834569931030273,3.4000585079193115,3.364997386932373,3.3299200534820557,3.3969357013702393,1.1048575639724731,1.7485777139663696,0.1433128171443407,1.536623239517212,3,-2.2740986874497087e-10,0.10429951292464783,3.712,0.45321428571428574,0.7691785714285716
