system,stage,configuration,seed,epochs,best_epoch,final_epoch,best_validation_u_ctrl,final_validation_u_ctrl,best_validation_safety,best_checkpoint,entropy_schedule,baseline,advantage_normalization,credit,learning_rate,max_potential_telescope_error,gradient_reached_policy,initial_policy_entropy,quarter_policy_entropy,final_policy_entropy,initial_entropy_t1,initial_entropy_t2,initial_entropy_t3,final_entropy_t1,final_entropy_t2,final_entropy_t3,mean_gradient_norm,max_gradient_norm,total_clipping_events,mean_advantage_mean,mean_advantage_std,mean_terminal_cost_unique_count,mean_terminal_cost_modal_fraction,mean_terminal_cost_tied_fraction
ieee5,duration_study,B1_current,101,50,45,49,0.8833333333333334,0.8833333333333334,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B1_current/seed_101/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.3650646209716797,3.3613367080688477,3.071462392807007,3.40008282661438,3.3650858402252197,3.330024480819702,3.400057792663574,2.929145336151123,2.8851840496063232,0.16717422484287192,0.4941796064376831,0,-0.002888882886716321,0.1237633493870137,3.7314285714285713,0.45214285714285724,0.7742857142857144
ieee5,duration_study,B1_current,202,50,30,49,0.8583333333333334,0.9083333333333333,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B1_current/seed_202/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.3645951747894287,3.3284106254577637,3.0267586708068848,3.399895668029785,3.364454507827759,3.329434394836426,3.399146795272827,2.828145742416382,2.852982997894287,0.14379430950752328,0.4047527611255646,0,-0.002969212363884882,0.12184923006801332,3.66,0.4524999999999999,0.7825000000000002
ieee5,duration_study,B1_current,303,50,10,49,0.8583333333333333,0.8833333333333333,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B1_current/seed_303/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.3649749755859375,3.360680103302002,3.3094446659088135,3.399794340133667,3.365110158920288,3.330019474029541,3.3994059562683105,3.2806074619293213,3.2483201026916504,0.1124733813838767,0.46266970038414,0,-0.003020190614882337,0.12368018264481223,3.7114285714285717,0.4560714285714286,0.7692857142857141
ieee5,duration_study,B1_current,404,50,25,49,0.8500000000000001,0.8999999999999999,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B1_current/seed_404/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.3650355339050293,3.3608875274658203,3.3387629985809326,3.39981746673584,3.365176200866699,3.330113649368286,3.3996036052703857,3.3231558799743652,3.2935290336608887,0.12090050812278477,0.45294085144996643,0,-0.0029181109028363263,0.12185039228024915,3.734285714285715,0.4503571428571428,0.7557142857142858
ieee5,duration_study,B1_current,505,50,35,49,0.8583333333333334,0.8833333333333333,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B1_current/seed_505/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.364713668823242,3.35028338432312,2.5683538913726807,3.4000487327575684,3.3645994663238525,3.3294928073883057,3.3998849391937256,2.2312309741973877,2.0739455223083496,0.18176077488277642,0.7482478618621826,0,-0.0029584734128995766,0.12038719066794501,3.6914285714285717,0.4542857142857144,0.77
ieee5,duration_study,B2_2x,101,100,99,99,0.8416666666666668,0.8416666666666668,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B2_2x/seed_101/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.3650646209716797,3.305119514465332,2.890887498855591,3.40008282661438,3.3650858402252197,3.330024480819702,3.3999404907226562,2.508793354034424,2.763927936553955,0.1518530270563705,0.4941796064376831,0,-0.0015187716264583396,0.12267719622001426,3.7128571428571426,0.4573214285714286,0.7760714285714286
ieee5,duration_study,B2_2x,202,100,60,99,0.8583333333333334,0.8583333333333335,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B2_2x/seed_202/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.3645951747894287,3.3356103897094727,2.7749032974243164,3.399895668029785,3.364454507827759,3.329434394836426,3.3988454341888428,2.3704164028167725,2.555448293685913,0.157720557185156,0.506453275680542,0,-0.0014813802345550076,0.1220635165516716,3.7114285714285713,0.45107142857142846,0.7753571428571427
ieee5,duration_study,B2_2x,303,100,10,99,0.8583333333333333,0.8999999999999999,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B2_2x/seed_303/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.3649749755859375,3.358431339263916,1.9034502506256104,3.399794340133667,3.365110158920288,3.330019474029541,3.399423837661743,1.0942761898040771,1.2166500091552734,0.1740412188823601,0.6469668745994568,0,-0.0014646559110573995,0.12291059282078129,3.682857142857143,0.46071428571428574,0.77375
ieee5,duration_study,B2_2x,404,100,25,99,0.8500000000000001,0.8833333333333333,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B2_2x/seed_404/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.3650355339050293,3.3288817405700684,3.287651300430298,3.39981746673584,3.365176200866699,3.330113649368286,3.399240255355835,3.2414145469665527,3.222299337387085,0.1328316499239632,0.5107406377792358,0,-0.0013908429771641278,0.12174625123587811,3.7685714285714282,0.44428571428571423,0.7519642857142856
ieee5,duration_study,B2_2x,505,100,35,99,0.8583333333333334,0.8833333333333333,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/duration_study/B2_2x/seed_505/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.364713668823242,3.1149961948394775,3.3129420280456543,3.4000487327575684,3.3645994663238525,3.3294928073883057,3.399500846862793,3.283013343811035,3.2563116550445557,0.14006134328033246,0.4248705506324768,0,-0.0015763274401076792,0.11873770153039917,3.668571428571429,0.4569642857142857,0.7735714285714285
